25,-40,12.52996409,"0,0,1,1,2,0,2,2,1,2,2,0,0,0,0,1,2,0,0,1,2,1,2,2,0,0,1,0,0,0,0,0,2,1,1,0,2,2,1,1,1,2,1,2,2,0,0,0,0,0,2,1,1,0,1,0,0,2,0,1,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,2,2,2,1,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,2"
34,-38,14.86606875,"0,2,1,0,1,2,1,2,0,0,1,0,1,1,2,1,0,0,0,2,0,0,2,1,1,0,1,2,2,2,1,2,1,1,2,0,2,0,0,1,2,0,0,2,0,0,2,1,2,2,1,1,2,2,0,1,1,2,1,1,0,0,2,0,0,0,1,1,2,2,1,0,2,1,1,2,1,2,1,2,2,2,0,0,1,0,1,0,1,1,0,2,2,1,1,2,2,2"
38,-38,13.03840481,"2,1,0,2,2,2,2,2,1,1,2,1,0,1,0,2,2,1,1,2,2,2,0,2,2,1,0,0,1,0,2,1,0,0,0,1,2,1,0,1,0,2,1,2,2,2,1,2,2,2,1,1,2,2,0,0,0,1,0,0,0,0,0,2,0,1,2,1,0,1,0,0,2,1,2,2,1,0,1,0,2,0,2,2,1,2,1,2,0,0,0,0,1,1,0,0,2,1"
5,-37,14.2126704,"2,2,1,1,2,1,1,0,1,2,2,2,2,2,0,2,1,2,0,1,2,2,0,0,2,2,1,0,1,1,2,1,0,1,2,0,0,0,1,0,0,0,0,1,2,2,0,2,0,0,0,2,1,2,2,0,1,1,2,2,1,2,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,2,1,2,2,2,1,2,0,2,2,0,1,1,0,1,0,0,0,2,0,0"
14,-37,12.64911064,"2,1,0,0,2,2,1,1,0,1,2,0,0,1,0,1,0,1,2,2,1,2,2,2,1,0,0,0,1,0,1,1,2,2,1,1,0,1,0,0,2,2,1,2,2,1,2,2,1,2,2,1,2,0,1,0,0,2,0,0,0,1,0,1,2,1,2,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,2,0,2,2,2,2,1,0,2,2,1,2,1,1,1"
27,-37,13.60147051,"1,2,2,1,2,0,0,0,0,0,0,2,1,1,1,2,1,2,2,1,2,2,1,0,1,0,2,1,2,0,1,1,2,2,0,1,2,1,2,2,2,1,1,0,1,1,1,0,0,1,1,1,2,1,1,2,2,1,2,1,2,1,0,2,1,0,1,0,2,1,0,0,2,1,0,0,1,2,2,0,2,1,0,0,1,0,0,2,2,0,0,0,0,1,1,0,0,2"
41,-37,13.89244399,"1,0,0,1,1,1,2,0,0,2,1,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,0,2,2,1,0,0,0,0,1,0,0,0,1,0,2,0,1,1,1,2,2,2,0,2,1,0,0,0,2,0,0,0,0,1,2,2,1,1,0,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,1,2,2,0,0,0,2,1,1,2,2,1,2,2"
23,-36,13.60147051,"2,1,1,2,2,1,1,0,2,1,2,1,1,1,2,2,1,2,0,2,1,1,2,0,1,1,1,0,0,0,1,0,1,1,2,0,0,2,0,0,1,2,0,0,2,1,0,0,1,2,2,1,2,0,2,0,1,0,0,2,0,0,0,1,2,2,0,1,1,2,1,0,2,1,1,2,1,1,2,0,0,1,1,0,0,2,2,0,1,1,0,1,0,0,1,0,2,2"
2,-35,13.15294644,"1,0,2,0,2,2,1,0,0,2,1,2,2,1,2,1,1,1,0,0,1,2,1,1,2,1,2,1,1,2,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,1,1,1,2,2,1,2,1,1,1,0,0,1,1,1,0,0,1,1,2,2,2,2,1,0,2,2,0,2,1,2,1,1,2,1,2,1,1,2,0,0,1,0,2,1,2,1,2,1,2,2,2"
6,-35,13.34166406,"2,0,0,1,1,2,0,0,2,2,0,1,1,2,1,1,1,0,0,1,2,1,2,2,0,1,2,2,2,0,1,2,2,0,0,2,2,1,2,2,0,2,0,2,0,0,2,1,0,0,1,1,2,2,2,2,2,1,0,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,0,1,1,0,0,2,0,2,2,0,2,1,0,2,0,1,0,2,0,0,1,1,1"
16,-35,13.60147051,"1,1,1,2,2,1,0,0,1,1,0,1,0,1,2,1,0,2,2,1,2,1,2,2,1,2,1,1,2,1,0,0,1,0,0,1,1,1,1,0,1,1,2,2,1,2,2,2,1,0,2,2,0,2,2,2,2,2,2,2,0,0,2,2,1,1,2,2,2,1,1,0,2,2,1,2,2,1,2,1,1,2,2,0,1,0,0,2,2,2,0,2,0,1,0,0,0,1"
20,-35,13.03840481,"1,1,2,2,0,2,0,2,0,1,2,0,0,2,0,0,2,0,0,1,2,2,1,0,1,0,2,2,2,2,2,1,0,0,0,0,2,2,0,0,2,2,1,1,2,2,1,1,2,0,0,0,1,2,1,2,1,2,1,2,2,1,1,2,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0,0,2,1,1,0,0,1,2,1,0,2,1,1,0,0,0,2,0,0"
36,-35,13.34166406,"2,2,2,2,1,1,0,0,1,0,1,0,0,1,2,2,1,0,0,2,2,0,0,1,2,2,1,2,0,0,1,2,0,0,2,0,1,0,0,0,0,2,0,0,2,2,0,0,2,1,2,2,2,0,1,0,0,0,0,0,0,2,2,1,2,0,2,2,0,2,2,2,2,0,2,0,2,2,2,2,1,0,2,2,1,2,1,1,0,1,1,2,0,1,0,1,2,2"
39,-35,13.89244399,"0,0,0,0,1,0,1,1,2,1,2,2,1,1,1,0,2,2,1,2,2,0,2,0,1,1,2,0,0,1,1,2,0,0,0,0,0,2,1,2,2,2,2,0,2,1,0,0,0,2,0,0,1,0,0,2,1,2,2,2,2,0,0,1,2,2,1,1,0,0,2,2,2,2,1,2,2,2,1,1,1,0,2,2,1,1,2,2,2,1,0,2,0,0,1,2,2,2"
45,-35,12.64911064,"0,0,0,0,1,0,0,1,2,1,2,1,2,1,2,0,2,2,0,1,0,0,2,2,0,1,1,0,2,2,1,2,2,1,2,0,2,2,2,0,0,2,1,2,2,1,2,2,2,1,1,1,2,0,2,1,0,0,0,1,0,1,0,2,2,2,0,2,2,2,2,2,1,2,2,1,1,0,0,0,2,1,2,1,2,2,0,2,1,0,1,0,0,0,0,0,2,2"
3,-34,12.80624847,"2,1,2,2,2,2,1,0,2,1,0,0,0,0,0,2,1,0,1,1,0,1,2,2,0,1,2,1,2,0,2,2,0,0,2,1,0,2,1,1,1,1,0,0,0,1,0,0,2,1,1,1,2,2,2,2,2,1,1,2,2,0,2,0,0,2,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,1,2,1,2,2,1,0,1,1,2,2,1,1,0,2,1"
5,-34,12.52996409,"1,0,1,0,0,0,2,2,2,1,1,2,0,2,2,1,2,1,0,0,0,1,2,2,1,1,1,2,0,0,1,1,1,0,0,0,2,2,2,1,1,2,2,2,1,0,0,2,2,1,2,1,0,1,0,0,0,2,2,0,0,1,1,1,2,1,2,1,2,0,0,2,2,1,0,2,2,2,0,2,2,2,2,2,1,1,1,2,0,1,2,1,2,2,0,2,2,1"
7,-34,12.08304597,"0,0,0,1,2,0,2,2,2,1,1,1,2,1,0,2,2,1,1,2,2,0,2,2,1,1,1,1,0,0,0,2,2,0,1,1,2,2,2,2,2,1,0,0,0,2,2,2,0,1,0,1,2,0,2,1,2,2,2,2,0,1,2,1,1,1,0,2,2,0,2,2,1,2,0,2,2,0,0,2,1,1,1,0,0,1,1,0,2,1,1,2,2,1,2,1,2,1"
9,-34,12.72792206,"0,0,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,2,1,2,0,0,2,2,1,2,0,2,2,2,0,1,0,0,2,1,0,0,1,1,1,2,1,1,2,1,2,2,0,1,0,0,2,2,1,1,2,2,1,1,0,2,2,0,1,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,0,2,0,0,1,1,1,0,1,2,0,0,0,1,0,2,0,0"
15,-34,12.20655562,"0,0,2,1,0,2,1,0,0,2,2,2,0,0,0,0,0,2,0,1,1,0,0,1,1,2,1,2,2,2,0,2,2,1,0,0,2,2,2,1,2,1,2,2,1,2,1,0,2,2,0,2,0,0,2,2,1,1,2,2,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,2,0,0,0,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,0,0"
24,-34,12.20655562,"1,1,1,0,1,1,0,1,2,2,0,0,0,0,1,0,0,0,1,2,2,0,2,1,1,1,0,1,0,0,2,1,2,2,2,2,1,2,0,1,2,2,1,1,2,0,2,2,1,2,1,2,1,2,2,0,0,0,0,0,2,2,1,2,1,2,2,1,0,0,1,1,0,0,0,1,0,0,1,0,2,2,2,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0"
25,-34,12.52996409,"2,2,2,2,2,1,2,0,1,2,1,0,2,0,0,0,0,2,1,0,1,1,2,2,2,0,0,2,2,0,2,0,1,2,0,2,2,1,2,0,0,2,1,2,0,1,0,1,2,0,0,1,2,1,2,1,2,2,2,0,0,2,0,1,2,0,2,0,2,1,1,2,1,0,2,1,2,1,1,2,2,2,0,2,2,1,1,1,2,1,1,2,2,1,0,1,0,0"
26,-34,13.60147051,"2,0,2,1,2,2,2,0,0,2,1,1,1,1,2,2,1,1,1,1,0,2,2,2,1,2,0,0,1,2,2,0,0,2,0,1,0,1,0,2,1,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,0,0,1,2,0,1,2,2,0,0,0,2,2,1,1,2,0,2,1,0,1,0,0,1,2,1,1,2,2,1,1,2,2,0,1,1,0,1,0,0"
27,-34,13.41640786,"1,1,2,1,2,2,0,1,1,1,1,0,2,0,0,1,0,2,2,2,0,1,0,2,1,0,1,2,1,1,2,2,1,1,0,1,2,1,1,1,2,1,0,1,1,0,0,1,0,1,2,2,2,2,1,1,0,0,1,2,1,2,1,2,0,2,0,0,1,2,0,0,0,1,2,0,0,0,2,2,1,0,1,1,2,1,1,1,2,1,1,2,2,1,1,1,0,0"
28,-34,12.20655562,"0,0,0,1,0,0,2,2,1,1,0,0,0,0,2,2,2,0,1,2,1,1,1,0,0,2,2,0,0,2,0,2,0,0,1,0,1,0,2,2,0,0,2,0,1,1,2,2,2,2,2,2,0,1,1,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,2,0,0,1,0,2,1,2,0,0,2,0,0,0,1,0"
1,-33,13.03840481,"0,0,2,0,1,1,0,2,2,0,1,0,0,1,1,0,0,2,0,0,1,1,0,2,1,2,0,0,2,2,2,2,0,0,1,0,1,1,0,0,2,0,2,2,0,2,2,0,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,0,0,1,1,0,0,2,1,0,2,0,0,0,0,1,0,2,0,0,2,2,0,0,1,0,0,1,0,1,0"
13,-33,13,"0,2,0,1,1,1,2,1,1,0,0,1,0,0,0,0,2,2,1,0,0,1,0,0,2,1,2,2,0,2,1,2,1,2,2,1,2,0,0,0,0,2,2,0,2,2,2,2,2,1,1,1,0,2,2,0,1,1,0,2,0,2,2,0,0,1,1,0,0,2,2,0,1,0,0,2,1,2,1,1,0,1,1,2,2,1,1,1,2,1,1,2,0,0,0,1,1,1"
18,-33,13.60147051,"1,0,0,0,2,0,0,0,1,2,1,2,2,0,0,1,1,2,2,0,2,2,0,2,0,1,2,0,0,2,2,1,1,2,2,0,2,2,1,1,1,1,0,0,1,0,1,0,1,0,2,2,1,1,2,2,1,1,0,2,2,0,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,2,0,1,1,1,2,1,2,1"
18,-33,13,"2,0,1,2,1,0,1,1,0,2,0,0,2,2,0,1,0,1,0,1,1,0,2,0,0,2,0,2,2,1,0,2,2,1,0,1,2,1,2,2,2,0,1,1,2,2,0,2,1,2,0,0,2,1,0,2,2,2,2,1,0,1,2,2,0,2,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,1,2,1,2,2,0,2,2,2"
20,-33,12.36931688,"2,1,0,0,2,0,1,0,1,0,2,2,1,1,1,1,1,2,2,1,2,0,2,2,2,1,0,2,1,0,0,0,2,0,0,2,2,1,2,0,1,0,0,2,0,1,2,0,2,2,1,0,0,0,0,0,1,2,1,0,0,1,2,1,2,1,0,2,2,1,1,2,2,1,1,1,2,2,0,2,0,0,1,0,0,1,2,1,0,1,2,1,2,2,1,2,2,0"
